# Simulation 8 (Up to date)
# 459 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.414,-29.964,29.9
5.464,-30.159,30.094
5.514,-30.352,30.287
5.564,-30.545,30.478
5.61,-30.718,30.651
5.66,-30.907,30.839
5.709,-31.092,31.023
5.757,-31.273,31.203
5.805,-31.452,31.382
# Event APOGEE occurred at t=5.853 seconds
5.853,-31.63,31.559
5.902,-31.81,31.738
5.951,-31.991,31.919
6.001,-32.174,32.101
6.051,-32.356,32.282
6.101,-32.536,32.462
6.151,-32.716,32.641
6.201,-32.895,32.819
6.251,-33.073,32.996
6.301,-33.25,33.173
6.351,-33.426,33.348
6.401,-33.602,33.522
6.451,-33.776,33.696
6.501,-33.949,33.868
6.551,-34.12,34.038
6.593,-34.262,34.18
6.643,-34.431,34.348
6.693,-34.599,34.515
6.743,-34.766,34.681
6.793,-34.931,34.846
6.843,-35.095,35.01
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-35.15,35.064
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-35.159,35.072
6.877,-35.201,35.115
6.894,-35.243,35.156
6.914,-35.282,35.195
6.939,-35.317,35.23
6.97,-35.343,35.256
7.011,-35.355,35.267
7.067,-35.338,35.25
7.149,-35.264,35.176
7.296,-35.036,34.947
7.544,-34.486,34.397
7.794,-33.812,33.723
8.038,-33.118,33.028
8.28,-32.444,32.355
8.522,-31.798,31.709
8.764,-31.163,31.074
9.006,-30.502,30.413
9.248,-29.793,29.704
9.491,-29.065,28.976
9.732,-28.332,28.243
9.974,-27.598,27.509
10.216,-26.909,26.82
10.46,-26.284,26.195
10.703,-25.684,25.596
10.945,-25.063,24.975
11.187,-24.399,24.311
11.429,-23.699,23.611
11.671,-22.984,22.895
11.913,-22.267,22.179
12.154,-21.568,21.48
12.396,-20.885,20.796
12.638,-20.197,20.109
12.879,-19.502,19.414
13.121,-18.796,18.708
13.363,-18.09,18.002
13.604,-17.409,17.322
13.846,-16.74,16.653
14.088,-16.066,15.979
14.329,-15.403,15.316
14.571,-14.761,14.674
14.813,-14.135,14.048
15.313,-12.881,12.793
15.554,-12.259,12.172
15.797,-11.605,11.518
16.038,-10.965,10.878
16.28,-10.356,10.269
16.522,-9.764,9.678
16.763,-9.158,9.071
17.005,-8.543,8.457
17.246,-7.942,7.855
17.487,-7.354,7.267
17.729,-6.742,6.655
17.972,-6.109,6.022
18.213,-5.482,5.395
18.455,-4.828,4.742
18.696,-4.162,4.076
18.938,-3.503,3.417
19.179,-2.841,2.755
19.42,-2.167,2.081
19.661,-1.482,1.397
19.903,-0.819,0.733
20.145,-0.177,0.092
20.386,0.436,-0.522
20.629,1.003,-1.088
20.87,1.529,-1.614
21.112,2.02,-2.106
21.354,2.502,-2.588
21.595,3.011,-3.097
21.836,3.583,-3.668
22.08,4.212,-4.297
22.321,4.867,-4.952
22.563,5.552,-5.637
22.804,6.244,-6.329
23.045,6.957,-7.042
23.287,7.678,-7.763
23.528,8.387,-8.472
23.769,9.105,-9.19
24.01,9.849,-9.934
24.251,10.61,-10.694
24.492,11.367,-11.451
24.733,12.135,-12.219
24.975,12.912,-12.996
25.216,13.666,-13.75
25.457,14.393,-14.477
25.698,15.111,-15.195
25.939,15.866,-15.951
26.181,16.642,-16.726
26.423,17.384,-17.468
26.664,18.126,-18.21
26.905,18.874,-18.958
27.146,19.604,-19.688
27.387,20.291,-20.374
27.629,20.927,-21.01
27.87,21.556,-21.64
28.112,22.222,-22.305
28.353,22.9,-22.984
28.594,23.577,-23.66
28.834,24.254,-24.337
29.075,24.907,-24.99
29.316,25.546,-25.629
29.557,26.172,-26.255
29.798,26.8,-26.883
30.039,27.469,-27.552
30.281,28.165,-28.248
30.521,28.874,-28.956
30.762,29.599,-29.682
31.003,30.325,-30.408
31.243,31.065,-31.148
31.484,31.806,-31.888
31.725,32.541,-32.623
31.965,33.263,-33.345
32.206,33.968,-34.051
32.447,34.645,-34.728
32.689,35.294,-35.376
32.929,35.945,-36.027
33.17,36.61,-36.692
33.41,37.293,-37.375
33.651,37.99,-38.072
33.891,38.681,-38.763
34.132,39.372,-39.454
34.372,40.044,-40.126
34.613,40.696,-40.778
34.854,41.341,-41.423
35.094,41.986,-42.068
35.334,42.647,-42.728
35.575,43.338,-43.419
35.816,44.055,-44.136
36.056,44.766,-44.847
36.297,45.442,-45.523
36.538,46.072,-46.154
36.779,46.673,-46.754
37.019,47.273,-47.354
37.26,47.882,-47.963
37.5,48.501,-48.582
37.74,49.143,-49.224
37.981,49.81,-49.891
38.221,50.486,-50.566
38.462,51.17,-51.25
38.702,51.854,-51.934
38.942,52.528,-52.609
39.183,53.2,-53.28
39.423,53.847,-53.927
39.663,54.47,-54.55
39.904,55.073,-55.153
40.144,55.671,-55.751
# Event GROUND_HIT occurred at t=40.624 seconds
# Event SIMULATION_END occurred at t=40.624 seconds
40.624,56.896,-56.976
