# Simulation 89 (Up to date)
# 469 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.072,-23.145,23.084
5.122,-23.306,23.244
5.172,-23.465,23.402
5.216,-23.603,23.54
5.266,-23.759,23.695
5.316,-23.913,23.848
5.366,-24.066,24.001
5.416,-24.219,24.152
5.466,-24.37,24.303
5.516,-24.521,24.453
5.566,-24.671,24.602
5.616,-24.82,24.75
5.666,-24.967,24.897
5.716,-25.114,25.043
5.765,-25.258,25.186
5.812,-25.393,25.32
5.857,-25.521,25.448
# Event APOGEE occurred at t=5.898 seconds
5.898,-25.641,25.567
5.938,-25.754,25.68
5.977,-25.864,25.789
6.015,-25.972,25.896
6.054,-26.079,26.003
6.093,-26.188,26.111
6.132,-26.298,26.221
6.173,-26.411,26.333
6.216,-26.529,26.45
6.259,-26.649,26.569
6.303,-26.769,26.689
6.341,-26.871,26.79
6.388,-27,26.918
6.438,-27.134,27.052
6.488,-27.267,27.184
6.535,-27.39,27.306
6.585,-27.521,27.437
6.635,-27.651,27.567
6.685,-27.781,27.695
6.735,-27.909,27.823
6.785,-28.036,27.949
6.835,-28.162,28.074
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-28.225,28.137
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-28.231,28.143
6.88,-28.27,28.182
6.901,-28.307,28.218
6.928,-28.339,28.25
6.961,-28.361,28.272
7.003,-28.366,28.276
7.064,-28.338,28.248
7.155,-28.241,28.151
7.329,-27.945,27.854
7.578,-27.385,27.293
7.824,-26.755,26.663
8.067,-26.102,26.011
8.309,-25.442,25.35
8.551,-24.799,24.707
8.793,-24.181,24.089
9.035,-23.57,23.478
9.277,-22.952,22.86
9.519,-22.307,22.215
9.761,-21.649,21.557
10.003,-21.018,20.927
10.245,-20.406,20.314
10.487,-19.792,19.701
10.728,-19.183,19.092
10.97,-18.554,18.463
11.213,-17.859,17.769
11.457,-17.125,17.034
11.698,-16.393,16.302
11.94,-15.662,15.572
12.182,-14.917,14.826
12.424,-14.131,14.041
12.666,-13.338,13.247
12.908,-12.577,12.486
13.15,-11.845,11.755
13.392,-11.14,11.05
13.634,-10.446,10.356
13.875,-9.741,9.651
14.117,-9.028,8.938
14.359,-8.33,8.24
14.6,-7.648,7.558
14.842,-6.983,6.893
15.084,-6.332,6.243
15.325,-5.659,5.569
15.567,-4.953,4.863
15.809,-4.244,4.154
16.05,-3.529,3.44
16.292,-2.804,2.715
16.533,-2.087,1.997
16.775,-1.391,1.301
17.017,-0.71,0.621
17.258,-0.065,-0.024
17.501,0.537,-0.626
17.742,1.11,-1.199
17.984,1.689,-1.778
18.226,2.313,-2.401
18.468,2.984,-3.073
18.71,3.687,-3.776
18.951,4.405,-4.494
19.193,5.116,-5.204
19.434,5.805,-5.894
19.676,6.496,-6.584
19.917,7.199,-7.287
20.158,7.906,-7.994
20.399,8.626,-8.714
20.641,9.37,-9.458
20.882,10.134,-10.222
21.123,10.897,-10.985
21.365,11.658,-11.746
21.606,12.415,-12.503
21.847,13.167,-13.254
22.088,13.911,-13.999
22.329,14.652,-14.739
22.57,15.38,-15.468
22.812,16.083,-16.17
23.053,16.775,-16.863
23.294,17.48,-17.567
23.535,18.198,-18.285
24.035,19.709,-19.797
24.276,20.462,-20.55
24.518,21.228,-21.315
24.759,21.979,-22.066
25,22.735,-22.822
25.241,23.489,-23.575
25.482,24.216,-24.302
25.723,24.931,-25.017
25.964,25.656,-25.742
26.205,26.391,-26.478
26.446,27.1,-27.187
26.688,27.769,-27.855
26.929,28.401,-28.487
27.171,29.022,-29.108
27.411,29.657,-29.743
27.652,30.312,-30.398
27.893,30.982,-31.068
28.134,31.628,-31.714
28.376,32.255,-32.341
28.616,32.893,-32.978
28.857,33.56,-33.646
29.099,34.267,-34.353
29.34,35.002,-35.088
29.581,35.757,-35.842
29.822,36.554,-36.64
30.064,37.376,-37.461
30.304,38.182,-38.267
30.545,38.972,-39.057
30.786,39.761,-39.846
31.026,40.556,-40.641
31.267,41.348,-41.433
31.508,42.137,-42.222
31.748,42.92,-43.005
31.989,43.696,-43.781
32.229,44.483,-44.567
32.47,45.263,-45.348
32.711,46.014,-46.099
32.952,46.75,-46.835
33.193,47.464,-47.549
33.434,48.152,-48.236
33.674,48.812,-48.897
33.915,49.464,-49.548
34.156,50.136,-50.22
34.396,50.832,-50.916
34.637,51.533,-51.617
34.877,52.224,-52.308
35.118,52.916,-53
35.358,53.632,-53.716
35.599,54.366,-54.45
35.84,55.101,-55.185
36.08,55.807,-55.891
36.321,56.468,-56.551
36.562,57.104,-57.188
36.803,57.737,-57.821
37.043,58.383,-58.466
37.284,59.049,-59.132
37.524,59.708,-59.791
37.765,60.358,-60.441
38.005,61.009,-61.092
38.245,61.637,-61.72
38.486,62.244,-62.327
38.726,62.841,-62.924
38.967,63.447,-63.529
39.207,64.044,-64.127
39.448,64.631,-64.714
39.689,65.246,-65.329
39.929,65.891,-65.974
40.17,66.569,-66.652
40.41,67.26,-67.343
40.65,67.936,-68.018
40.891,68.579,-68.661
# Event GROUND_HIT occurred at t=41.378 seconds
# Event SIMULATION_END occurred at t=41.378 seconds
41.378,69.815,-69.897
