# Simulation 51 (Up to date)
# 506 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.017,-23.704,23.661
4.039,-23.811,23.768
4.069,-23.962,23.918
4.114,-24.186,24.141
4.133,-24.279,24.234
4.148,-24.355,24.31
4.163,-24.426,24.381
4.175,-24.488,24.442
4.187,-24.545,24.499
4.199,-24.6,24.555
4.211,-24.656,24.61
4.223,-24.717,24.671
4.238,-24.786,24.74
4.257,-24.872,24.826
4.283,-24.998,24.951
4.324,-25.185,25.137
4.356,-25.332,25.283
4.372,-25.405,25.357
4.386,-25.473,25.424
4.401,-25.538,25.489
4.415,-25.604,25.555
4.432,-25.682,25.632
4.454,-25.783,25.733
4.487,-25.934,25.884
4.536,-26.16,26.109
4.586,-26.387,26.335
4.615,-26.514,26.462
4.637,-26.611,26.558
4.659,-26.71,26.657
4.682,-26.81,26.757
4.704,-26.909,26.855
4.729,-27.017,26.962
4.763,-27.165,27.11
4.813,-27.379,27.323
4.863,-27.591,27.535
4.902,-27.753,27.696
4.946,-27.941,27.883
4.996,-28.151,28.092
5.046,-28.359,28.299
5.096,-28.566,28.505
5.146,-28.77,28.709
5.196,-28.974,28.911
5.246,-29.175,29.112
5.296,-29.374,29.31
5.346,-29.572,29.507
5.396,-29.768,29.703
5.446,-29.963,29.897
5.496,-30.157,30.09
5.546,-30.35,30.282
5.596,-30.541,30.473
5.646,-30.731,30.662
5.696,-30.92,30.85
5.746,-31.108,31.037
5.796,-31.295,31.223
# Event APOGEE occurred at t=5.846 seconds
5.846,-31.481,31.408
5.896,-31.665,31.592
5.946,-31.849,31.776
5.996,-32.032,31.958
6.046,-32.214,32.139
6.096,-32.395,32.319
6.145,-32.572,32.495
6.194,-32.748,32.671
6.243,-32.925,32.847
6.293,-33.103,33.025
6.343,-33.281,33.201
6.393,-33.454,33.374
6.441,-33.623,33.542
6.491,-33.796,33.715
6.541,-33.969,33.887
6.591,-34.14,34.057
6.641,-34.31,34.226
6.691,-34.478,34.394
6.741,-34.646,34.561
6.791,-34.812,34.727
6.841,-34.977,34.891
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-35.039,34.953
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-35.047,34.961
6.877,-35.091,35.005
6.894,-35.134,35.047
6.914,-35.173,35.087
6.94,-35.209,35.122
6.971,-35.236,35.149
7.013,-35.248,35.16
7.069,-35.231,35.143
7.152,-35.156,35.068
7.298,-34.928,34.84
7.547,-34.387,34.298
7.795,-33.745,33.656
8.038,-33.058,32.969
8.281,-32.362,32.273
8.523,-31.684,31.595
8.765,-30.99,30.901
9.007,-30.274,30.185
9.249,-29.545,29.456
9.491,-28.783,28.694
9.733,-28.029,27.94
9.976,-27.31,27.222
10.218,-26.612,26.524
10.459,-25.932,25.844
10.701,-25.268,25.179
10.943,-24.592,24.504
11.185,-23.915,23.827
11.427,-23.26,23.171
11.669,-22.625,22.537
11.91,-21.987,21.899
12.152,-21.319,21.231
12.394,-20.618,20.53
12.636,-19.895,19.807
12.878,-19.156,19.068
13.12,-18.418,18.33
13.362,-17.712,17.624
13.604,-17.052,16.965
13.846,-16.458,16.37
14.09,-15.899,15.811
14.331,-15.324,15.237
14.573,-14.709,14.622
14.815,-14.057,13.97
15.057,-13.372,13.284
15.299,-12.657,12.57
15.541,-11.897,11.81
15.784,-11.106,11.019
16.025,-10.332,10.246
16.267,-9.561,9.474
16.508,-8.77,8.683
16.75,-7.962,7.875
16.991,-7.16,7.074
17.232,-6.371,6.285
17.474,-5.588,5.502
17.715,-4.811,4.725
17.957,-4.034,3.948
18.198,-3.269,3.183
18.44,-2.542,2.455
18.682,-1.837,1.751
18.923,-1.115,1.029
19.165,-0.37,0.284
19.406,0.376,-0.462
19.647,1.112,-1.198
19.888,1.82,-1.905
20.13,2.515,-2.601
20.371,3.223,-3.309
20.613,3.931,-4.016
20.854,4.648,-4.734
21.095,5.365,-5.45
21.337,6.066,-6.151
21.578,6.783,-6.868
21.82,7.513,-7.598
22.061,8.251,-8.336
22.302,8.995,-9.08
22.543,9.747,-9.832
22.784,10.52,-10.605
23.025,11.3,-11.385
23.266,12.07,-12.154
23.507,12.813,-12.898
23.749,13.534,-13.619
23.99,14.257,-14.342
24.231,14.967,-15.051
24.473,15.66,-15.744
24.713,16.346,-16.431
24.954,17.01,-17.094
25.196,17.666,-17.75
25.437,18.357,-18.441
25.679,19.092,-19.176
25.92,19.832,-19.915
26.161,20.565,-20.649
26.402,21.272,-21.356
26.643,21.972,-22.056
26.884,22.694,-22.778
27.125,23.409,-23.493
27.366,24.119,-24.202
27.607,24.839,-24.923
27.848,25.57,-25.653
28.089,26.327,-26.411
28.33,27.096,-27.179
28.571,27.843,-27.926
28.812,28.575,-28.658
29.053,29.293,-29.376
29.294,30.021,-30.104
29.535,30.756,-30.839
29.776,31.459,-31.542
30.017,32.151,-32.234
30.257,32.864,-32.947
30.498,33.604,-33.687
30.739,34.345,-34.428
30.98,35.075,-35.158
31.221,35.801,-35.883
31.461,36.511,-36.593
31.702,37.187,-37.269
31.943,37.833,-37.915
32.184,38.468,-38.55
32.425,39.106,-39.188
32.665,39.765,-39.847
32.906,40.435,-40.517
33.147,41.083,-41.165
33.387,41.698,-41.78
33.628,42.3,-42.381
33.869,42.921,-43.002
34.11,43.582,-43.664
34.351,44.3,-44.382
34.593,45.064,-45.146
34.833,45.844,-45.926
35.074,46.606,-46.687
35.315,47.343,-47.424
35.555,48.068,-48.149
35.796,48.779,-48.86
36.036,49.472,-49.553
36.276,50.15,-50.231
36.517,50.825,-50.905
36.757,51.496,-51.577
36.997,52.137,-52.218
37.238,52.756,-52.836
37.479,53.395,-53.476
37.72,54.062,-54.143
37.96,54.73,-54.811
38.201,55.386,-55.467
38.441,56.01,-56.09
38.682,56.612,-56.692
38.922,57.196,-57.276
39.162,57.763,-57.843
39.403,58.352,-58.433
39.644,58.992,-59.072
39.885,59.682,-59.762
40.126,60.421,-60.501
40.367,61.172,-61.252
# Event GROUND_HIT occurred at t=40.711 seconds
# Event SIMULATION_END occurred at t=40.711 seconds
40.711,62.224,-62.304
