# Simulation 34 (Up to date)
# 516 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.422,-20.013,19.98
3.437,-20.096,20.062
3.45,-20.168,20.134
3.463,-20.241,20.207
3.478,-20.323,20.289
3.498,-20.435,20.4
3.528,-20.6,20.565
3.568,-20.82,20.784
3.584,-20.907,20.871
3.599,-20.987,20.951
3.615,-21.071,21.034
3.636,-21.187,21.15
3.668,-21.36,21.322
3.716,-21.617,21.578
3.759,-21.838,21.799
3.795,-22.027,21.987
3.821,-22.163,22.123
3.861,-22.365,22.325
3.894,-22.532,22.491
3.934,-22.737,22.695
3.984,-22.988,22.945
4.034,-23.237,23.194
4.084,-23.484,23.439
4.105,-23.582,23.538
4.124,-23.674,23.629
4.15,-23.803,23.757
4.19,-23.994,23.948
4.221,-24.137,24.09
4.266,-24.35,24.303
4.288,-24.453,24.406
4.313,-24.571,24.523
4.346,-24.724,24.676
4.395,-24.953,24.903
4.445,-25.184,25.134
4.487,-25.377,25.326
4.508,-25.473,25.422
4.528,-25.563,25.512
4.55,-25.66,25.609
4.576,-25.776,25.723
4.613,-25.938,25.886
4.663,-26.157,26.103
4.713,-26.374,26.319
4.763,-26.589,26.534
4.803,-26.759,26.703
4.838,-26.911,26.854
4.888,-27.123,27.066
4.938,-27.335,27.277
4.988,-27.545,27.486
5.038,-27.753,27.694
5.086,-27.952,27.892
5.121,-28.093,28.032
5.164,-28.267,28.206
5.214,-28.469,28.406
5.264,-28.669,28.606
5.314,-28.868,28.804
5.364,-29.066,29.001
5.414,-29.262,29.196
5.464,-29.457,29.391
5.514,-29.651,29.584
5.564,-29.844,29.775
5.614,-30.035,29.966
5.664,-30.225,30.155
5.714,-30.414,30.343
5.764,-30.602,30.53
5.814,-30.788,30.716
# Event APOGEE occurred at t=5.864 seconds
5.864,-30.974,30.901
5.914,-31.159,31.086
5.964,-31.343,31.268
6.013,-31.525,31.45
6.063,-31.706,31.631
6.113,-31.888,31.811
6.163,-32.068,31.991
6.213,-32.248,32.17
6.263,-32.427,32.348
6.313,-32.605,32.525
6.363,-32.782,32.702
6.413,-32.958,32.877
6.463,-33.133,33.051
6.506,-33.282,33.199
6.556,-33.454,33.371
6.606,-33.625,33.541
6.656,-33.794,33.71
6.706,-33.963,33.878
6.748,-34.104,34.018
6.784,-34.224,34.138
6.821,-34.351,34.264
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-34.48,34.392
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-34.488,34.401
6.878,-34.535,34.447
6.896,-34.582,34.494
6.919,-34.627,34.539
6.947,-34.67,34.582
6.985,-34.706,34.617
7.035,-34.726,34.637
7.108,-34.713,34.623
7.222,-34.622,34.532
7.404,-34.355,34.265
7.656,-33.838,33.748
7.903,-33.269,33.178
8.144,-32.675,32.584
8.387,-32.05,31.959
8.629,-31.423,31.332
8.871,-30.78,30.689
9.113,-30.091,30
9.356,-29.356,29.266
9.598,-28.631,28.541
9.84,-27.918,27.828
10.082,-27.213,27.122
10.324,-26.534,26.444
10.566,-25.872,25.782
10.808,-25.211,25.121
11.05,-24.546,24.456
11.291,-23.88,23.79
11.533,-23.202,23.112
11.775,-22.513,22.423
12.016,-21.859,21.769
12.259,-21.232,21.142
12.501,-20.588,20.499
12.743,-19.902,19.812
12.986,-19.173,19.083
13.228,-18.433,18.344
13.469,-17.707,17.618
13.711,-17.003,16.913
13.953,-16.305,16.216
14.194,-15.62,15.531
14.436,-14.933,14.844
14.678,-14.219,14.13
14.92,-13.52,13.431
15.162,-12.86,12.771
15.404,-12.254,12.165
15.647,-11.687,11.599
15.888,-11.109,11.02
16.131,-10.485,10.396
16.373,-9.837,9.749
16.614,-9.203,9.115
16.856,-8.563,8.475
17.098,-7.888,7.8
17.339,-7.184,7.096
17.581,-6.497,6.408
17.824,-5.842,5.754
18.065,-5.188,5.1
18.306,-4.516,4.428
18.548,-3.832,3.745
18.789,-3.148,3.06
19.03,-2.466,2.378
19.271,-1.785,1.697
19.513,-1.094,1.006
19.754,-0.361,0.273
19.997,0.392,-0.479
20.238,1.116,-1.203
20.479,1.832,-1.919
20.721,2.556,-2.643
20.962,3.285,-3.373
21.203,4.011,-4.098
21.444,4.73,-4.817
21.685,5.452,-5.539
21.926,6.209,-6.296
22.168,6.995,-7.082
22.41,7.764,-7.851
22.651,8.489,-8.576
22.893,9.19,-9.277
23.134,9.88,-9.967
23.375,10.565,-10.652
23.616,11.246,-11.332
23.858,11.919,-12.005
24.099,12.609,-12.695
24.34,13.318,-13.405
24.581,14.027,-14.113
24.822,14.733,-14.819
25.063,15.429,-15.515
25.304,16.102,-16.187
25.545,16.725,-16.811
25.788,17.303,-17.389
26.029,17.869,-17.955
26.27,18.437,-18.523
26.51,19.016,-19.101
26.752,19.62,-19.706
26.993,20.243,-20.328
27.233,20.884,-20.969
27.474,21.528,-21.614
27.715,22.166,-22.252
27.956,22.796,-22.881
28.197,23.437,-23.522
28.438,24.105,-24.19
28.679,24.794,-24.879
28.92,25.493,-25.578
29.161,26.192,-26.277
29.401,26.894,-26.979
29.642,27.584,-27.669
29.883,28.263,-28.348
30.124,28.944,-29.028
30.364,29.627,-29.712
30.605,30.303,-30.388
30.846,30.986,-31.07
31.087,31.711,-31.796
31.328,32.461,-32.546
31.569,33.166,-33.25
31.811,33.833,-33.917
32.052,34.498,-34.582
32.293,35.17,-35.254
32.533,35.843,-35.927
32.774,36.526,-36.609
33.014,37.204,-37.287
33.255,37.875,-37.959
33.495,38.552,-38.636
33.736,39.238,-39.322
33.976,39.946,-40.03
34.217,40.656,-40.74
34.458,41.34,-41.423
34.699,42.02,-42.103
34.939,42.72,-42.803
35.18,43.418,-43.501
35.42,44.107,-44.19
35.66,44.791,-44.874
35.901,45.457,-45.54
36.141,46.091,-46.174
36.382,46.692,-46.774
36.623,47.311,-47.393
36.865,47.981,-48.063
37.105,48.675,-48.758
37.346,49.389,-49.472
37.586,50.105,-50.188
37.827,50.812,-50.894
38.067,51.512,-51.595
38.307,52.215,-52.297
38.547,52.902,-52.984
38.788,53.576,-53.658
39.028,54.26,-54.342
39.268,54.949,-55.031
39.509,55.628,-55.71
39.749,56.322,-56.403
39.989,57.045,-57.127
40.23,57.775,-57.857
40.47,58.499,-58.581
# Event GROUND_HIT occurred at t=40.735 seconds
# Event SIMULATION_END occurred at t=40.735 seconds
40.735,59.302,-59.383
