# Simulation 87 (Up to date)
# 453 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.831,-26.743,26.669
# Event APOGEE occurred at t=5.88 seconds
5.88,-26.889,26.815
5.928,-27.034,26.959
5.976,-27.176,27.1
6.023,-27.316,27.24
6.07,-27.454,27.377
6.117,-27.593,27.515
6.165,-27.731,27.653
6.212,-27.87,27.791
6.261,-28.01,27.93
6.31,-28.153,28.072
6.36,-28.297,28.215
6.41,-28.439,28.357
6.46,-28.581,28.498
6.51,-28.722,28.638
6.56,-28.862,28.778
6.61,-29.001,28.916
6.66,-29.139,29.053
6.71,-29.277,29.19
6.76,-29.413,29.326
6.79,-29.495,29.407
6.817,-29.567,29.479
6.847,-29.647,29.558
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-29.68,29.591
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-29.687,29.598
6.879,-29.727,29.638
6.9,-29.765,29.675
6.925,-29.798,29.708
6.956,-29.823,29.733
6.997,-29.834,29.743
7.053,-29.816,29.726
7.149,-29.731,29.64
7.322,-29.466,29.374
7.57,-28.935,28.843
7.819,-28.275,28.182
8.065,-27.546,27.453
8.307,-26.776,26.684
8.55,-25.962,25.87
8.792,-25.157,25.064
9.034,-24.385,24.292
9.277,-23.643,23.551
9.519,-22.938,22.846
9.761,-22.282,22.19
10.004,-21.67,21.579
10.246,-21.069,20.977
10.488,-20.462,20.37
10.73,-19.874,19.782
10.972,-19.284,19.193
11.214,-18.654,18.562
11.457,-17.983,17.892
11.699,-17.277,17.186
11.941,-16.553,16.462
12.183,-15.851,15.76
12.425,-15.164,15.073
12.666,-14.47,14.379
12.908,-13.781,13.69
13.15,-13.091,13
13.392,-12.396,12.305
13.634,-11.717,11.626
13.875,-11.027,10.936
14.117,-10.316,10.225
14.359,-9.608,9.518
14.6,-8.927,8.837
14.842,-8.267,8.177
15.084,-7.597,7.506
15.326,-6.915,6.825
15.567,-6.236,6.146
15.809,-5.568,5.478
16.05,-4.931,4.841
16.292,-4.281,4.191
16.535,-3.587,3.497
16.776,-2.853,2.763
17.019,-2.064,1.975
17.261,-1.272,1.182
17.503,-0.499,0.409
17.744,0.264,-0.353
17.986,0.998,-1.087
18.228,1.705,-1.795
18.469,2.392,-2.481
18.71,3.047,-3.137
18.952,3.686,-3.775
19.194,4.332,-4.422
19.435,4.994,-5.083
19.676,5.651,-5.74
19.918,6.28,-6.369
20.159,6.899,-6.988
20.4,7.534,-7.623
20.642,8.186,-8.274
20.883,8.835,-8.923
21.124,9.514,-9.603
21.367,10.24,-10.329
21.608,10.967,-11.056
21.849,11.695,-11.783
22.091,12.404,-12.492
22.332,13.093,-13.182
22.573,13.792,-13.881
22.815,14.497,-14.585
23.056,15.18,-15.268
23.297,15.843,-15.931
23.538,16.492,-16.58
23.779,17.136,-17.224
24.02,17.807,-17.895
24.262,18.497,-18.585
24.504,19.171,-19.259
24.744,19.84,-19.928
24.985,20.512,-20.599
25.485,21.947,-22.034
25.726,22.625,-22.713
25.968,23.294,-23.381
26.209,23.969,-24.056
26.45,24.65,-24.737
26.691,25.334,-25.421
26.932,25.996,-26.083
27.173,26.635,-26.722
27.414,27.273,-27.36
27.655,27.935,-28.022
27.896,28.613,-28.7
28.137,29.298,-29.385
28.378,29.993,-30.079
28.619,30.699,-30.785
28.86,31.412,-31.499
29.1,32.105,-32.192
29.342,32.758,-32.844
29.583,33.363,-33.449
29.825,33.937,-34.023
30.065,34.517,-34.603
30.306,35.113,-35.199
30.547,35.717,-35.803
30.788,36.337,-36.423
31.028,36.963,-37.049
31.269,37.572,-37.657
31.51,38.174,-38.259
31.751,38.761,-38.846
31.992,39.329,-39.415
32.232,39.89,-39.975
32.473,40.453,-40.538
32.714,41.038,-41.124
32.954,41.662,-41.747
33.196,42.323,-42.408
33.436,42.982,-43.067
33.677,43.643,-43.728
33.918,44.325,-44.41
34.159,45.012,-45.097
34.399,45.674,-45.759
34.64,46.308,-46.393
34.881,46.943,-47.028
35.121,47.608,-47.693
35.362,48.269,-48.354
35.604,48.908,-48.993
35.844,49.52,-49.604
36.086,50.107,-50.191
36.326,50.708,-50.792
36.567,51.342,-51.426
36.808,51.987,-52.072
37.048,52.615,-52.699
37.288,53.221,-53.305
37.529,53.832,-53.916
37.77,54.471,-54.555
38.01,55.122,-55.205
38.25,55.804,-55.888
38.492,56.526,-56.61
38.732,57.24,-57.323
38.972,57.938,-58.021
39.213,58.631,-58.715
39.453,59.341,-59.424
39.693,60.046,-60.129
39.934,60.728,-60.812
40.174,61.4,-61.483
40.414,62.087,-62.17
40.655,62.781,-62.864
40.896,63.453,-63.536
# Event GROUND_HIT occurred at t=41.212 seconds
# Event SIMULATION_END occurred at t=41.212 seconds
41.212,64.338,-64.421
