# Simulation 102 (Up to date)
# 470 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.827,-27.313,27.258
4.877,-27.524,27.468
4.927,-27.733,27.676
4.977,-27.941,27.883
5.024,-28.135,28.076
5.074,-28.341,28.282
5.124,-28.546,28.486
5.174,-28.749,28.688
5.221,-28.938,28.877
5.271,-29.138,29.075
5.321,-29.336,29.273
5.371,-29.533,29.468
5.421,-29.727,29.662
5.471,-29.921,29.855
5.521,-30.113,30.047
5.571,-30.304,30.237
5.621,-30.494,30.426
5.671,-30.683,30.614
5.721,-30.87,30.801
5.77,-31.055,30.984
# Event APOGEE occurred at t=5.82 seconds
5.82,-31.239,31.167
5.87,-31.422,31.35
5.92,-31.606,31.533
5.97,-31.789,31.715
6.02,-31.97,31.896
6.07,-32.151,32.076
6.12,-32.331,32.256
6.17,-32.511,32.434
6.22,-32.69,32.613
6.27,-32.868,32.79
6.32,-33.045,32.966
6.37,-33.221,33.142
6.42,-33.396,33.316
6.47,-33.57,33.489
6.52,-33.743,33.661
6.57,-33.914,33.832
6.62,-34.084,34.001
6.66,-34.22,34.137
6.706,-34.375,34.291
6.756,-34.541,34.456
6.806,-34.706,34.62
6.856,-34.87,34.784
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-34.882,34.795
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-34.89,34.803
6.877,-34.935,34.848
6.896,-34.98,34.893
6.918,-35.024,34.937
6.946,-35.064,34.977
6.981,-35.096,35.009
7.029,-35.113,35.025
7.098,-35.097,35.009
7.205,-35.008,34.919
7.382,-34.743,34.654
7.634,-34.218,34.129
7.881,-33.609,33.52
8.124,-32.95,32.86
8.367,-32.244,32.155
8.609,-31.536,31.447
8.851,-30.857,30.767
9.093,-30.191,30.101
9.335,-29.514,29.425
9.577,-28.818,28.729
9.819,-28.129,28.04
10.061,-27.469,27.38
10.303,-26.829,26.74
10.545,-26.187,26.098
10.786,-25.539,25.45
11.028,-24.892,24.804
11.27,-24.244,24.155
11.511,-23.582,23.493
11.753,-22.909,22.821
11.995,-22.248,22.159
12.237,-21.584,21.495
12.478,-20.898,20.81
12.72,-20.186,20.098
12.962,-19.454,19.365
13.204,-18.721,18.633
13.445,-17.995,17.907
13.687,-17.284,17.196
13.928,-16.585,16.497
14.17,-15.888,15.801
14.412,-15.189,15.101
14.653,-14.494,14.406
14.894,-13.8,13.712
15.136,-13.108,13.021
15.377,-12.422,12.334
15.619,-11.732,11.645
15.86,-11.043,10.955
16.102,-10.348,10.261
16.343,-9.662,9.575
16.585,-9.002,8.915
16.827,-8.351,8.263
17.068,-7.694,7.607
17.309,-7.016,6.929
17.551,-6.328,6.241
17.792,-5.667,5.58
18.034,-5.029,4.942
18.275,-4.375,4.288
18.517,-3.683,3.596
18.759,-2.997,2.91
19.001,-2.327,2.24
19.242,-1.65,1.564
19.742,-0.217,0.13
19.983,0.493,-0.579
20.224,1.205,-1.291
20.466,1.9,-1.986
20.707,2.562,-2.648
20.949,3.2,-3.286
21.19,3.844,-3.93
21.431,4.521,-4.607
21.673,5.233,-5.319
21.914,5.959,-6.045
22.155,6.704,-6.79
22.397,7.483,-7.569
22.638,8.266,-8.351
22.88,9.037,-9.123
23.121,9.776,-9.861
23.363,10.464,-10.55
23.605,11.104,-11.19
23.847,11.713,-11.798
24.088,12.316,-12.401
24.329,12.933,-13.018
24.57,13.567,-13.652
24.811,14.218,-14.303
25.052,14.908,-14.993
25.294,15.651,-15.736
25.535,16.42,-16.505
25.776,17.185,-17.27
26.018,17.928,-18.012
26.259,18.658,-18.742
26.499,19.379,-19.463
26.74,20.107,-20.191
26.981,20.872,-20.956
27.223,21.649,-21.733
27.464,22.369,-22.453
27.707,23.041,-23.125
27.948,23.676,-23.76
28.19,24.277,-24.36
28.431,24.848,-24.932
28.672,25.403,-25.487
28.912,25.946,-26.03
29.153,26.482,-26.565
29.394,27.043,-27.127
29.635,27.652,-27.735
29.877,28.298,-28.382
30.118,28.956,-29.039
30.358,29.601,-29.684
30.599,30.267,-30.35
30.841,30.992,-31.075
31.083,31.755,-31.838
31.323,32.518,-32.601
31.564,33.254,-33.337
31.805,33.933,-34.016
32.048,34.58,-34.663
32.288,35.227,-35.31
32.529,35.893,-35.975
32.77,36.563,-36.646
33.01,37.218,-37.3
33.251,37.832,-37.915
33.493,38.41,-38.492
33.733,38.989,-39.071
33.974,39.59,-39.672
34.214,40.196,-40.278
34.455,40.806,-40.888
34.695,41.434,-41.516
34.936,42.086,-42.168
35.176,42.725,-42.807
35.418,43.34,-43.422
35.658,43.972,-44.053
35.899,44.63,-44.711
36.139,45.282,-45.363
36.38,45.909,-45.991
36.621,46.545,-46.627
36.862,47.216,-47.297
37.102,47.906,-47.987
37.342,48.598,-48.679
37.583,49.291,-49.373
37.823,50.013,-50.094
38.064,50.757,-50.838
38.304,51.513,-51.593
38.544,52.26,-52.341
38.785,52.951,-53.032
39.028,53.589,-53.67
39.268,54.237,-54.318
39.51,54.938,-55.018
39.751,55.646,-55.727
39.991,56.353,-56.434
40.231,57.088,-57.169
# Event GROUND_HIT occurred at t=40.697 seconds
# Event SIMULATION_END occurred at t=40.697 seconds
40.697,58.645,-58.725
