# Simulation 28 (Up to date)
# 446 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.969,-28.056,27.979
6.015,-28.203,28.125
6.061,-28.347,28.268
6.107,-28.489,28.41
6.153,-28.632,28.552
6.199,-28.775,28.694
6.245,-28.919,28.837
6.292,-29.063,28.981
6.34,-29.209,29.127
6.389,-29.358,29.274
6.439,-29.51,29.426
6.489,-29.661,29.576
6.537,-29.807,29.721
6.572,-29.909,29.823
6.61,-30.024,29.937
6.66,-30.171,30.083
6.71,-30.316,30.228
6.76,-30.461,30.371
6.81,-30.603,30.514
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-30.744,30.653
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-30.751,30.66
6.88,-30.795,30.705
6.901,-30.838,30.747
6.926,-30.878,30.787
6.959,-30.912,30.82
7.003,-30.933,30.841
7.062,-30.928,30.836
7.144,-30.872,30.779
7.271,-30.706,30.613
7.507,-30.234,30.14
7.759,-29.588,29.495
8.004,-28.88,28.786
8.247,-28.138,28.044
8.489,-27.376,27.282
8.731,-26.617,26.523
8.973,-25.872,25.778
9.215,-25.139,25.045
9.457,-24.437,24.343
9.699,-23.775,23.681
9.942,-23.125,23.031
10.183,-22.475,22.382
10.425,-21.833,21.739
10.667,-21.192,21.099
10.909,-20.55,20.456
11.15,-19.876,19.783
11.393,-19.149,19.056
11.636,-18.392,18.299
11.877,-17.626,17.533
12.119,-16.859,16.766
12.361,-16.085,15.992
12.602,-15.304,15.212
12.844,-14.528,14.435
13.086,-13.772,13.68
13.328,-13.049,12.957
13.57,-12.365,12.273
13.812,-11.693,11.601
14.053,-11.016,10.923
14.295,-10.325,10.233
14.537,-9.618,9.526
14.778,-8.919,8.827
15.02,-8.232,8.14
15.261,-7.559,7.467
15.503,-6.894,6.802
15.744,-6.245,6.153
15.986,-5.611,5.519
16.227,-4.957,4.865
16.47,-4.269,4.178
16.711,-3.563,3.472
16.953,-2.858,2.767
17.195,-2.154,2.062
17.436,-1.439,1.348
17.678,-0.752,0.661
17.92,-0.093,0.002
18.161,0.57,-0.661
18.403,1.248,-1.339
18.644,1.912,-2.003
18.885,2.572,-2.663
19.127,3.232,-3.323
19.368,3.874,-3.965
19.61,4.52,-4.611
19.851,5.21,-5.301
20.093,5.955,-6.045
20.335,6.708,-6.798
20.577,7.448,-7.539
21.077,8.986,-9.076
21.318,9.737,-9.827
21.559,10.505,-10.595
21.801,11.26,-11.35
22.042,11.973,-12.063
22.284,12.67,-12.76
22.525,13.382,-13.471
22.766,14.083,-14.173
23.008,14.753,-14.842
23.249,15.417,-15.507
23.491,16.098,-16.187
23.732,16.789,-16.878
23.973,17.482,-17.571
24.214,18.17,-18.26
24.455,18.84,-18.929
24.696,19.496,-19.585
24.937,20.146,-20.235
25.178,20.796,-20.885
25.419,21.478,-21.567
25.661,22.192,-22.281
25.902,22.898,-22.987
26.143,23.598,-23.686
26.383,24.281,-24.37
26.625,24.946,-25.034
26.866,25.61,-25.699
27.106,26.278,-26.367
27.347,26.951,-27.039
27.588,27.622,-27.71
27.829,28.272,-28.361
28.07,28.932,-29.02
28.311,29.615,-29.704
28.552,30.296,-30.384
28.793,30.966,-31.054
29.034,31.613,-31.701
29.275,32.226,-32.314
29.516,32.833,-32.921
29.757,33.468,-33.556
29.998,34.123,-34.211
30.239,34.786,-34.873
30.48,35.462,-35.549
30.72,36.137,-36.225
31.22,37.551,-37.638
31.461,38.236,-38.324
31.702,38.919,-39.007
31.942,39.617,-39.704
32.183,40.322,-40.409
32.423,40.996,-41.084
32.665,41.633,-41.72
32.906,42.257,-42.344
33.146,42.9,-42.987
33.387,43.569,-43.656
33.628,44.241,-44.328
33.868,44.922,-45.009
34.109,45.632,-45.718
34.35,46.34,-46.427
34.591,47.029,-47.115
34.831,47.712,-47.798
35.071,48.393,-48.479
35.312,49.069,-49.155
35.552,49.759,-49.846
35.793,50.493,-50.579
36.034,51.238,-51.324
36.275,51.948,-52.034
36.516,52.647,-52.733
36.756,53.343,-53.428
36.997,54.029,-54.115
37.237,54.713,-54.798
37.477,55.403,-55.488
37.718,56.123,-56.208
37.959,56.866,-56.951
38.199,57.626,-57.711
38.44,58.404,-58.49
38.94,60.022,-60.107
39.18,60.779,-60.864
39.421,61.498,-61.583
39.661,62.196,-62.281
39.902,62.872,-62.957
40.142,63.516,-63.601
40.383,64.143,-64.228
40.623,64.761,-64.845
40.863,65.366,-65.45
# Event GROUND_HIT occurred at t=41.165 seconds
# Event SIMULATION_END occurred at t=41.165 seconds
41.165,66.116,-66.2
