# Simulation 86 (Up to date)
# 428 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-27.764,27.676
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-27.77,27.682
6.88,-27.807,27.718
6.9,-27.84,27.751
6.926,-27.868,27.779
6.959,-27.886,27.796
7.002,-27.886,27.796
7.065,-27.851,27.76
7.161,-27.74,27.649
7.342,-27.415,27.323
7.591,-26.829,26.737
7.837,-26.157,26.065
8.081,-25.435,25.343
8.323,-24.703,24.61
8.565,-23.972,23.879
8.807,-23.252,23.159
9.049,-22.558,22.466
9.291,-21.888,21.796
9.533,-21.226,21.133
9.774,-20.569,20.477
10.016,-19.928,19.836
10.258,-19.289,19.197
10.5,-18.644,18.552
10.742,-18,17.908
10.983,-17.341,17.249
11.225,-16.681,16.589
11.467,-16.023,15.931
11.709,-15.37,15.278
11.951,-14.744,14.652
12.193,-14.134,14.042
12.435,-13.51,13.418
12.677,-12.855,12.764
12.919,-12.183,12.092
13.16,-11.476,11.384
13.403,-10.716,10.625
13.645,-9.944,9.853
13.887,-9.205,9.114
14.129,-8.502,8.411
14.371,-7.818,7.727
14.613,-7.121,7.03
14.855,-6.412,6.321
15.096,-5.698,5.608
15.338,-4.977,4.887
15.579,-4.272,4.181
15.821,-3.601,3.511
16.063,-2.969,2.879
16.305,-2.357,2.266
16.546,-1.761,1.671
16.788,-1.207,1.117
17.031,-0.685,0.595
17.272,-0.159,0.069
17.514,0.39,-0.48
17.755,0.941,-1.031
17.997,1.505,-1.595
18.238,2.112,-2.201
18.48,2.743,-2.833
18.722,3.387,-3.476
18.963,4.063,-4.152
19.205,4.774,-4.863
19.447,5.497,-5.586
19.688,6.228,-6.318
19.929,6.978,-7.067
20.171,7.741,-7.83
20.412,8.514,-8.603
20.653,9.288,-9.377
20.894,10.047,-10.136
21.136,10.802,-10.891
21.377,11.515,-11.604
21.621,12.164,-12.253
21.863,12.779,-12.868
22.363,14.032,-14.121
22.604,14.638,-14.727
22.845,15.253,-15.341
23.086,15.865,-15.953
23.327,16.486,-16.574
23.569,17.122,-17.21
23.81,17.765,-17.853
24.051,18.413,-18.501
24.292,19.057,-19.145
24.533,19.71,-19.797
24.774,20.366,-20.454
25.015,21.021,-21.108
25.256,21.672,-21.76
25.497,22.313,-22.401
25.738,22.971,-23.058
25.979,23.673,-23.76
26.221,24.398,-24.485
26.462,25.137,-25.225
26.703,25.901,-25.988
26.944,26.664,-26.752
27.185,27.399,-27.486
27.426,28.097,-28.184
27.667,28.797,-28.884
27.909,29.519,-29.605
28.15,30.246,-30.333
28.391,30.988,-31.075
28.631,31.735,-31.822
28.872,32.485,-32.571
29.113,33.23,-33.317
29.354,33.97,-34.056
29.594,34.727,-34.813
29.836,35.505,-35.591
30.076,36.288,-36.374
30.317,37.049,-37.135
30.559,37.763,-37.849
30.8,38.444,-38.53
31.041,39.091,-39.177
31.282,39.7,-39.786
31.523,40.313,-40.399
31.765,40.98,-41.066
32.007,41.696,-41.781
32.247,42.44,-42.525
32.489,43.195,-43.281
32.729,43.943,-44.028
32.97,44.681,-44.767
33.21,45.41,-45.495
33.451,46.154,-46.239
33.692,46.9,-46.986
33.933,47.611,-47.696
34.174,48.294,-48.379
34.414,48.97,-49.055
34.655,49.642,-49.727
34.895,50.324,-50.409
35.136,51.039,-51.123
35.377,51.763,-51.847
35.617,52.479,-52.564
35.858,53.178,-53.263
36.098,53.87,-53.955
36.339,54.562,-54.646
36.579,55.23,-55.315
36.82,55.87,-55.955
37.06,56.501,-56.585
37.301,57.124,-57.208
37.541,57.729,-57.813
37.782,58.322,-58.406
38.022,58.926,-59.01
38.263,59.575,-59.659
38.504,60.268,-60.351
38.744,60.968,-61.051
38.985,61.683,-61.766
39.225,62.427,-62.511
39.466,63.195,-63.278
39.706,63.957,-64.04
39.947,64.694,-64.777
40.187,65.406,-65.489
40.427,66.089,-66.173
40.668,66.782,-66.865
40.909,67.497,-67.58
# Event GROUND_HIT occurred at t=41.349 seconds
# Event SIMULATION_END occurred at t=41.349 seconds
41.349,68.772,-68.855
