# Simulation 63 (Up to date)
# 470 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.825,-27.196,27.14
4.875,-27.41,27.353
4.925,-27.622,27.564
4.975,-27.833,27.774
5.025,-28.042,27.982
5.075,-28.249,28.188
5.125,-28.454,28.393
5.175,-28.658,28.596
5.225,-28.861,28.798
5.275,-29.062,28.998
5.325,-29.262,29.197
5.375,-29.46,29.395
5.425,-29.657,29.591
5.475,-29.853,29.786
5.525,-30.048,29.98
5.575,-30.241,30.172
5.625,-30.433,30.364
5.675,-30.625,30.554
5.725,-30.815,30.744
5.775,-31.004,30.932
# Event APOGEE occurred at t=5.825 seconds
5.825,-31.192,31.12
5.875,-31.38,31.306
5.924,-31.564,31.49
5.973,-31.743,31.669
6.02,-31.92,31.845
6.068,-32.095,32.019
6.116,-32.27,32.193
6.165,-32.449,32.372
6.215,-32.631,32.553
6.265,-32.812,32.733
6.315,-32.992,32.912
6.365,-33.171,33.09
6.415,-33.349,33.268
6.462,-33.515,33.433
6.512,-33.69,33.607
6.562,-33.865,33.781
6.612,-34.038,33.953
6.662,-34.21,34.124
6.712,-34.38,34.294
6.762,-34.551,34.464
6.812,-34.72,34.633
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-34.883,34.795
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-34.892,34.804
6.878,-34.939,34.851
6.896,-34.987,34.899
6.919,-35.034,34.945
6.948,-35.078,34.989
6.986,-35.116,35.026
7.038,-35.139,35.049
7.114,-35.128,35.038
7.227,-35.044,34.953
7.417,-34.774,34.683
7.669,-34.284,34.193
7.914,-33.73,33.639
8.157,-33.115,33.024
8.4,-32.47,32.379
8.642,-31.794,31.703
8.885,-31.069,30.978
9.127,-30.314,30.223
9.369,-29.549,29.457
9.611,-28.789,28.698
9.853,-28.033,27.942
10.094,-27.283,27.192
10.336,-26.553,26.462
10.578,-25.848,25.757
10.82,-25.153,25.062
11.062,-24.429,24.338
11.304,-23.677,23.586
11.546,-22.931,22.841
11.788,-22.19,22.1
12.029,-21.446,21.356
12.271,-20.725,20.635
12.514,-20.035,19.945
12.755,-19.343,19.253
12.997,-18.634,18.544
13.239,-17.919,17.829
13.48,-17.207,17.117
13.722,-16.508,16.418
13.963,-15.818,15.729
14.205,-15.145,15.055
14.447,-14.461,14.372
14.689,-13.753,13.663
14.93,-13.026,12.937
15.172,-12.277,12.187
15.414,-11.522,11.432
15.655,-10.752,10.663
15.897,-9.998,9.909
16.139,-9.284,9.195
16.381,-8.6,8.511
16.622,-7.916,7.827
16.864,-7.233,7.144
17.106,-6.564,6.475
17.347,-5.874,5.786
17.589,-5.177,5.088
17.831,-4.497,4.409
18.072,-3.837,3.749
18.313,-3.206,3.118
18.555,-2.578,2.49
18.797,-1.921,1.833
19.038,-1.237,1.148
19.28,-0.561,0.473
19.521,0.088,-0.176
19.763,0.743,-0.831
20.004,1.427,-1.515
20.246,2.137,-2.225
20.487,2.88,-2.967
20.729,3.633,-3.721
20.97,4.378,-4.465
21.211,5.098,-5.186
21.453,5.764,-5.852
21.696,6.396,-6.484
21.937,7.033,-7.121
22.178,7.695,-7.783
22.419,8.387,-8.474
22.661,9.104,-9.192
22.902,9.823,-9.91
23.143,10.564,-10.651
23.385,11.33,-11.417
23.626,12.098,-12.185
23.868,12.875,-12.962
24.109,13.607,-13.693
24.352,14.267,-14.354
24.595,14.881,-14.968
24.836,15.457,-15.543
25.078,16.026,-16.112
25.319,16.634,-16.72
25.561,17.286,-17.372
25.802,17.951,-18.037
26.043,18.614,-18.701
26.284,19.286,-19.372
26.525,19.95,-20.036
26.766,20.607,-20.693
27.007,21.254,-21.34
27.248,21.87,-21.956
27.489,22.463,-22.549
27.73,23.082,-23.168
27.972,23.744,-23.829
28.213,24.409,-24.494
28.454,25.076,-25.161
28.695,25.738,-25.824
28.935,26.412,-26.497
29.177,27.105,-27.191
29.417,27.797,-27.882
29.658,28.498,-28.583
29.899,29.222,-29.307
30.14,29.952,-30.037
30.38,30.685,-30.77
30.621,31.43,-31.515
30.862,32.17,-32.255
31.102,32.901,-32.986
31.343,33.622,-33.707
31.584,34.343,-34.428
31.824,35.081,-35.166
32.065,35.837,-35.922
32.305,36.577,-36.662
32.547,37.278,-37.362
32.788,37.98,-38.065
33.029,38.691,-38.775
33.27,39.389,-39.473
33.51,40.08,-40.164
33.751,40.746,-40.83
33.992,41.403,-41.487
34.232,42.082,-42.165
34.473,42.768,-42.852
34.713,43.432,-43.515
34.954,44.087,-44.171
35.195,44.747,-44.831
35.435,45.397,-45.48
35.676,46.013,-46.096
35.917,46.603,-46.686
36.157,47.209,-47.292
36.398,47.841,-47.924
36.638,48.501,-48.584
36.88,49.213,-49.296
37.121,49.935,-50.018
37.361,50.632,-50.715
37.602,51.296,-51.379
37.842,51.945,-52.027
38.083,52.592,-52.675
38.323,53.23,-53.313
38.563,53.875,-53.958
38.804,54.524,-54.607
39.044,55.177,-55.26
39.284,55.852,-55.934
39.525,56.539,-56.622
39.765,57.232,-57.315
40.005,57.906,-57.988
40.245,58.556,-58.638
# Event GROUND_HIT occurred at t=40.718 seconds
# Event SIMULATION_END occurred at t=40.718 seconds
40.718,59.821,-59.903
