# Simulation 59 (Up to date)
# 505 data points written for 3 variables.
#
# Time (s),Position East of launch (m),Position North of launch (m)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
3.745,-20.794,20.755
3.765,-20.895,20.855
3.785,-20.993,20.953
3.808,-21.104,21.064
3.834,-21.231,21.19
3.86,-21.356,21.315
3.896,-21.528,21.486
3.946,-21.767,21.724
3.996,-22.002,21.959
4.009,-22.066,22.022
4.024,-22.132,22.087
4.04,-22.208,22.163
4.062,-22.309,22.264
4.096,-22.46,22.414
4.146,-22.684,22.638
4.192,-22.891,22.845
4.235,-23.08,23.033
4.28,-23.279,23.231
4.33,-23.497,23.448
4.38,-23.712,23.662
4.43,-23.924,23.873
4.48,-24.134,24.083
4.53,-24.343,24.29
4.564,-24.481,24.428
4.592,-24.599,24.545
4.631,-24.758,24.704
4.681,-24.963,24.907
4.698,-25.033,24.978
4.714,-25.097,25.041
4.73,-25.162,25.106
4.747,-25.23,25.174
4.767,-25.307,25.251
4.791,-25.401,25.344
4.826,-25.538,25.48
4.876,-25.73,25.672
4.926,-25.922,25.863
4.97,-26.09,26.03
5.013,-26.252,26.191
5.063,-26.44,26.379
5.113,-26.627,26.565
5.163,-26.813,26.75
5.213,-26.997,26.933
5.263,-27.179,27.115
5.313,-27.36,27.295
5.363,-27.539,27.473
5.413,-27.717,27.65
5.463,-27.894,27.826
5.513,-28.07,28.001
5.563,-28.243,28.174
5.613,-28.416,28.346
5.663,-28.588,28.516
5.713,-28.758,28.686
5.763,-28.927,28.854
5.813,-29.096,29.022
# Event APOGEE occurred at t=5.863 seconds
5.863,-29.263,29.188
5.913,-29.429,29.354
5.963,-29.594,29.518
6.012,-29.756,29.679
6.061,-29.917,29.84
6.11,-30.078,30
6.16,-30.24,30.161
6.21,-30.402,30.322
6.26,-30.563,30.482
6.31,-30.722,30.641
6.36,-30.881,30.799
6.41,-31.039,30.956
6.46,-31.196,31.113
6.51,-31.352,31.268
6.56,-31.508,31.422
6.61,-31.662,31.576
6.648,-31.777,31.69
6.685,-31.889,31.802
6.726,-32.013,31.925
6.763,-32.124,32.036
6.807,-32.253,32.164
6.857,-32.399,32.309
# Event EJECTION_CHARGE occurred at t=6.86 seconds
6.86,-32.408,32.318
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.861 seconds
6.863,-32.415,32.325
6.878,-32.458,32.368
6.898,-32.499,32.408
6.921,-32.536,32.446
6.949,-32.568,32.477
6.986,-32.588,32.497
7.036,-32.587,32.495
7.108,-32.544,32.452
7.213,-32.416,32.323
7.356,-32.145,32.052
7.61,-31.497,31.403
7.86,-30.752,30.658
8.103,-30.001,29.907
8.344,-29.264,29.17
8.587,-28.527,28.433
8.829,-27.782,27.688
9.07,-27.029,26.935
9.57,-25.493,25.399
9.812,-24.768,24.674
10.054,-24.027,23.934
10.296,-23.257,23.163
10.538,-22.504,22.411
10.781,-21.809,21.716
11.024,-21.151,21.058
11.266,-20.513,20.42
11.508,-19.889,19.796
11.749,-19.268,19.176
11.991,-18.645,18.552
12.233,-18.016,17.924
12.474,-17.379,17.287
12.716,-16.738,16.645
12.958,-16.094,16.001
13.199,-15.434,15.341
13.441,-14.761,14.669
13.682,-14.1,14.008
13.924,-13.446,13.354
14.166,-12.805,12.713
14.407,-12.186,12.094
14.649,-11.597,11.505
14.891,-11.054,10.963
15.134,-10.517,10.425
15.376,-9.954,9.862
15.617,-9.394,9.302
15.859,-8.856,8.764
16.1,-8.309,8.218
16.343,-7.742,7.65
16.584,-7.151,7.06
16.826,-6.512,6.421
17.068,-5.844,5.753
17.31,-5.152,5.061
17.551,-4.446,4.355
17.793,-3.746,3.656
18.034,-3.033,2.942
18.276,-2.298,2.207
18.517,-1.549,1.458
18.759,-0.791,0.701
19,-0.037,-0.054
19.241,0.752,-0.843
19.484,1.58,-1.671
19.725,2.402,-2.492
19.966,3.198,-3.288
20.208,3.941,-4.031
20.451,4.62,-4.71
20.694,5.249,-5.339
20.935,5.84,-5.93
21.177,6.425,-6.515
21.418,7.014,-7.104
21.66,7.598,-7.688
21.901,8.189,-8.279
22.142,8.779,-8.868
22.383,9.375,-9.465
22.624,9.982,-10.072
22.865,10.617,-10.707
23.107,11.3,-11.39
23.349,12,-12.09
23.59,12.711,-12.8
23.831,13.435,-13.525
24.072,14.156,-14.245
24.313,14.871,-14.96
24.554,15.57,-15.659
24.795,16.247,-16.335
25.036,16.927,-17.016
25.278,17.616,-17.705
25.519,18.3,-18.388
25.76,18.968,-19.057
26.001,19.63,-19.719
26.242,20.315,-20.403
26.483,21.02,-21.108
26.724,21.726,-21.814
26.965,22.418,-22.506
27.206,23.088,-23.176
27.447,23.749,-23.837
27.688,24.432,-24.52
27.929,25.134,-25.222
28.17,25.83,-25.918
28.411,26.522,-26.61
28.651,27.199,-27.287
28.892,27.858,-27.946
29.133,28.522,-28.609
29.374,29.197,-29.285
29.615,29.877,-29.964
29.855,30.595,-30.682
30.098,31.359,-31.447
30.338,32.118,-32.205
30.579,32.873,-32.96
30.82,33.644,-33.731
31.061,34.402,-34.489
31.302,35.111,-35.198
31.544,35.791,-35.878
31.784,36.45,-36.537
32.025,37.1,-37.187
32.266,37.744,-37.831
32.507,38.376,-38.463
32.747,39.005,-39.092
32.988,39.622,-39.709
33.228,40.227,-40.314
33.469,40.847,-40.934
33.71,41.516,-41.603
33.952,42.223,-42.309
34.192,42.946,-43.032
34.433,43.672,-43.759
34.674,44.393,-44.479
34.914,45.106,-45.192
35.155,45.782,-45.867
35.396,46.409,-46.495
35.637,47.021,-47.107
35.878,47.656,-47.742
36.119,48.322,-48.408
36.359,48.994,-49.079
36.6,49.646,-49.731
37.1,51.018,-51.103
37.34,51.663,-51.749
37.582,52.285,-52.37
37.822,52.9,-52.985
38.062,53.496,-53.581
38.303,54.099,-54.184
38.543,54.751,-54.836
38.785,55.432,-55.516
39.025,56.101,-56.186
39.265,56.758,-56.843
39.506,57.43,-57.514
39.746,58.132,-58.216
39.987,58.846,-58.931
40.227,59.566,-59.65
40.467,60.289,-60.373
40.707,61.008,-61.093
# Event GROUND_HIT occurred at t=40.989 seconds
# Event SIMULATION_END occurred at t=40.989 seconds
40.989,61.856,-61.94
